Hips	Spine	Spine1	Spine2	Spine3	Neck	Head	RightShoulder	RightArm	RightForeArm	RightHand	LeftShoulder	LeftArm	LeftForeArm	LeftHand	RightUpLeg	RightLeg	RightFoot	LeftUpLeg	LeftLeg	LeftFoot	
-0.392666 -0.541328 0.555762 -0.493868	0.358876 0.563251 -0.532422 0.520081	0.338159 0.572502 -0.517334 0.538754	0.322054 0.557905 -0.500627 0.57827	0.313832 0.562005 -0.493467 0.584936	0.239532 0.662466 -0.423785 0.569359	0.160322 0.69208 -0.435905 0.552548	0.484952 0.618125 -0.338734 0.517689	0.104415 0.173445 -0.552513 0.808544	-0.0480896 -0.196654 0.76803 -0.607573	-0.0767597 -0.332706 0.756565 -0.557695	0.170111 0.502734 -0.478714 0.699395	0.480044 0.829856 -0.123156 0.256376	0.750534 0.596491 -0.0207435 0.283665	0.725353 0.588816 0.0219913 0.355915	0.518255 0.605382 -0.544216 0.262211	0.439925 0.718554 -0.382542 0.37922	0.29163 0.731253 -0.522239 0.327852	-0.422524 -0.354251 0.592572 -0.587229	0.372213 0.402314 -0.561052 0.62034	0.430569 0.531782 -0.369794 0.628547	
-0.408148 -0.532499 0.540433 -0.507732	0.374729 0.555484 -0.515221 0.534381	0.353227 0.564249 -0.500275 0.553695	0.336329 0.548978 -0.482435 0.593938	0.327695 0.5529 -0.475277 0.600857	0.250074 0.651995 -0.408317 0.587914	0.170497 0.681805 -0.424889 0.570562	0.491058 0.609179 -0.315949 0.536599	0.122803 0.155759 -0.541963 0.816661	-0.0688728 -0.186006 0.767102 -0.610092	-0.105006 -0.321583 0.754783 -0.562015	0.183804 0.489012 -0.462903 0.716103	0.475905 0.828645 -0.0997462 0.27733	0.7497 0.592528 0.0104261 0.294538	0.725817 0.58069 0.0514393 0.365161	0.540689 0.597114 -0.527431 0.270049	0.462217 0.704213 -0.372576 0.389393	0.313437 0.725033 -0.505241 0.347587	0.443322 0.346374 -0.569979 0.598844	0.384269 0.399089 -0.534397 0.638346	0.440498 0.540283 -0.369442 0.614465	
0.426412 0.524788 -0.523189 0.518694	0.391338 0.547362 -0.497545 0.547447	0.369494 0.556105 -0.482247 0.56715	0.352603 0.538819 -0.463142 0.608971	0.34325 0.542332 -0.456033 0.616514	0.261658 0.638434 -0.391642 0.608731	0.182081 0.667445 -0.413874 0.591668	0.500937 0.597554 -0.290539 0.554598	0.144078 0.134835 -0.531209 0.82394	-0.0937421 -0.173642 0.765574 -0.612337	-0.135071 -0.305522 0.752804 -0.567184	0.197146 0.472168 -0.445319 0.734766	0.471023 0.825732 -0.0724087 0.301765	0.745288 0.590119 0.0455109 0.306975	0.721842 0.574709 0.0850329 0.376063	0.559858 0.592158 -0.507902 0.279182	0.485198 0.688948 -0.366015 0.394926	0.331293 0.715548 -0.494986 0.364998	0.452282 0.351508 -0.561726 0.596948	0.383979 0.411079 -0.519719 0.643013	0.460686 0.542789 -0.388223 0.585177	
0.444409 0.517308 -0.504558 0.529447	0.40819 0.539519 -0.478011 0.560183	0.386117 0.548217 -0.462331 0.580191	0.369985 0.52822 -0.441904 0.623551	0.359846 0.5311 -0.434922 0.631892	0.274332 0.622824 -0.373068 0.630597	0.194332 0.65117 -0.400523 0.614649	0.51336 0.583648 -0.263196 0.57144	0.167747 0.110502 -0.519769 0.830356	-0.122344 -0.159317 0.762903 -0.614516	-0.170093 -0.286346 0.749831 -0.571689	0.212371 0.452767 -0.427022 0.753361	0.465653 0.820489 -0.0418267 0.328962	0.737494 0.588335 0.0835695 0.320907	0.714564 0.569011 0.121951 0.38827	0.578367 0.587515 -0.485885 0.290232	0.510548 0.671094 -0.361789 0.397597	0.347591 0.704644 -0.485813 0.38294	0.449909 0.368798 -0.566551 0.583601	0.37729 0.433575 -0.518657 0.632977	0.483337 0.532231 -0.416426 0.556512	
0.460541 0.509831 -0.484358 0.541637	0.424739 0.53221 -0.455821 0.573217	0.402849 0.540861 -0.439905 0.593014	0.388137 0.518139 -0.417967 0.637327	0.377277 0.52021 -0.411097 0.646562	0.287383 0.605745 -0.351996 0.653133	0.206809 0.633276 -0.384331 0.639125	0.524241 0.569352 -0.232739 0.588933	0.191544 0.08493 -0.506828 0.836196	-0.151926 -0.144293 0.758089 -0.617575	-0.203123 -0.267485 0.743682 -0.57804	0.230116 0.432173 -0.406724 0.771265	0.459819 0.812786 -0.00928321 0.357575	0.726688 0.586497 0.122974 0.335892	0.702042 0.563621 0.162383 0.403857	0.600447 0.576847 -0.46293 0.303985	0.539039 0.648028 -0.356534 0.402964	0.366623 0.6922 -0.473651 0.402618	0.445182 0.386899 -0.569432 0.572599	0.375699 0.450389 -0.520666 0.620408	0.503257 0.523713 -0.438087 0.529657	
0.474063 0.500606 -0.463429 0.556678	0.440163 0.524759 -0.431114 0.587389	0.418431 0.533434 -0.414947 0.606781	0.406082 0.508206 -0.3909 0.651169	0.395174 0.509334 -0.383833 0.661126	0.301413 0.58834 -0.327939 0.67488	0.220452 0.61552 -0.364546 0.663056	0.534889 0.553176 -0.20011 0.606503	0.214759 0.058146 -0.49246 0.841416	-0.181787 -0.128281 0.75119 -0.621459	-0.237369 -0.247112 0.735419 -0.584594	0.248824 0.412229 -0.382602 0.788524	0.452098 0.802687 0.0254743 0.388139	0.712059 0.584526 0.164283 0.352579	0.686388 0.559399 0.203744 0.417651	0.627413 0.556872 -0.438032 0.323071	0.571642 0.616455 -0.34923 0.41382	0.39573 0.669685 -0.452536 0.43604	0.447908 0.397651 -0.56221 0.570238	0.383487 0.456225 -0.515815 0.615412	0.51916 0.515558 -0.450167 0.511881	
0.485822 0.491207 -0.440153 0.573548	0.454038 0.516793 -0.404506 0.602619	0.432987 0.525564 -0.388165 0.620993	0.42326 0.498048 -0.361463 0.664939	0.412721 0.49813 -0.354008 0.67543	0.316023 0.571367 -0.301409 0.694854	0.234727 0.598911 -0.341571 0.685228	0.544092 0.535787 -0.166538 0.623828	0.237391 0.0304372 -0.476883 0.845755	-0.211896 -0.111271 0.741764 -0.626503	-0.267124 -0.226275 0.725219 -0.592876	0.267642 0.394032 -0.354492 0.804638	0.443259 0.790148 0.0600874 0.41902	0.694324 0.582002 0.204565 0.370596	0.666304 0.555479 0.248272 0.431095	0.655391 0.52905 -0.415248 0.343712	0.603146 0.580142 -0.340235 0.428825	0.434513 0.641122 -0.423231 0.470145	0.457288 0.400656 -0.548796 0.573747	0.396816 0.454187 -0.505387 0.617118	0.530482 0.511646 -0.453384 0.50125	
0.492912 0.482236 -0.417668 0.591642	0.463761 0.510042 -0.378016 0.61797	0.443802 0.518827 -0.361577 0.634917	0.437443 0.488521 -0.330968 0.678565	0.427984 0.487463 -0.322634 0.689287	0.329833 0.556341 -0.272974 0.712166	0.248055 0.585183 -0.316441 0.704198	0.551314 0.517694 -0.134383 0.640303	0.256986 0.00350949 -0.459495 0.850182	-0.239195 -0.0940213 0.730086 -0.633183	-0.294035 -0.208604 0.712132 -0.602408	0.285077 0.377973 -0.323748 0.819179	0.434195 0.775553 0.0927949 0.448757	0.674869 0.578411 0.241761 0.389288	0.641114 0.550657 0.291802 0.447886	0.680735 0.495891 -0.39539 0.366549	0.630503 0.540742 -0.33142 0.447465	0.495551 0.600755 -0.37192 0.505171	0.471526 0.398158 -0.536118 0.575943	0.410675 0.450484 -0.492967 0.6208	0.53566 0.511587 -0.451548 0.497445	
0.495478 0.474939 -0.397465 0.609061	0.469218 0.5038 -0.355164 0.63236	0.451377 0.513155 -0.338583 0.646755	0.448793 0.480943 -0.302267 0.689865	0.440435 0.478943 -0.292461 0.700783	0.342188 0.543697 -0.24514 0.72609	0.259664 0.572983 -0.291601 0.720579	0.556618 0.501633 -0.10307 0.654153	0.273117 -0.0213265 -0.441195 0.854576	-0.262995 -0.0766883 0.715024 -0.64319	-0.313877 -0.189578 0.69828 -0.614774	0.300818 0.362486 -0.294746 0.831407	0.427387 0.759674 0.1213 0.474892	0.655487 0.574544 0.272177 0.407622	0.614875 0.544417 0.327656 0.467099	0.705291 0.457523 -0.374683 0.39096	0.655487 0.497688 -0.319407 0.469705	0.557616 0.558529 -0.316641 0.526163	0.482543 0.396953 -0.530991 0.572389	0.419566 0.450677 -0.486223 0.620034	0.534408 0.508236 -0.449794 0.503775	
0.497734 0.46859 -0.381002 0.622513	0.472249 0.49715 -0.338215 0.644541	0.456019 0.507817 -0.320804 0.656699	0.458033 0.474393 -0.277372 0.698728	0.451025 0.471672 -0.26534 0.709716	0.352568 0.53418 -0.218525 0.73661	0.269505 0.562567 -0.268058 0.734187	0.559972 0.490458 -0.0717289 0.66388	0.286301 -0.0435913 -0.423252 0.858481	-0.283556 -0.0588588 0.695763 -0.657302	-0.325735 -0.169381 0.68318 -0.631246	0.315061 0.344523 -0.270557 0.841926	0.42273 0.742895 0.146589 0.497914	0.63612 0.570916 0.29664 0.425925	0.58851 0.53631 0.35681 0.488584	0.730124 0.41283 -0.347735 0.419012	0.679248 0.448789 -0.299894 0.497266	0.609012 0.493143 -0.283341 0.552839	0.487055 0.401233 -0.530755 0.565763	0.425898 0.454 -0.486388 0.613125	0.532799 0.50804 -0.447035 0.508114	
0.504172 0.461072 -0.365444 0.632198	0.476364 0.488353 -0.323529 0.655681	0.460296 0.500126 -0.305117 0.667012	0.465734 0.46646 -0.2563 0.706977	0.459851 0.463519 -0.24224 0.71764	0.360257 0.527208 -0.193995 0.744736	0.277906 0.554008 -0.246107 0.745167	0.560096 0.484937 -0.0420896 0.670342	0.295649 -0.0618093 -0.405938 0.862546	0.299121 0.0418942 -0.673895 0.674267	-0.328716 -0.149537 0.666861 -0.651829	0.328891 0.324483 -0.252172 0.850265	0.420787 0.726946 0.167285 0.51624	0.619578 0.567129 0.314521 0.442226	0.566001 0.52845 0.375632 0.509199	0.755067 0.359154 -0.311954 0.451183	0.70211 0.390649 -0.271479 0.529844	0.646188 0.41808 -0.264651 0.581042	0.492372 0.404758 -0.524638 0.564355	0.435886 0.45328 -0.483332 0.60904	0.531982 0.509048 -0.443144 0.511359	
0.516225 0.450687 -0.347493 0.640033	0.484484 0.476363 -0.306299 0.666734	0.467136 0.488129 -0.287425 0.678897	0.472944 0.454897 -0.237739 0.716151	0.467441 0.452229 -0.222846 0.726173	0.365755 0.521189 -0.17231 0.751594	0.284812 0.547366 -0.225135 0.754047	0.5579 0.481539 -0.0163337 0.675723	0.301636 -0.0752258 -0.389914 0.86679	0.309685 0.027171 -0.651083 0.692421	0.321782 0.133016 -0.65023 0.675251	0.342337 0.304485 -0.238126 0.856382	0.421781 0.711953 0.184324 0.530329	0.605933 0.563578 0.3268 0.456537	0.542416 0.521497 0.389281 0.531306	0.775847 0.304184 -0.271413 0.481527	0.719765 0.331523 -0.237246 0.561912	0.667204 0.35307 -0.253633 0.604856	0.503319 0.402443 -0.506091 0.57322	0.453309 0.443594 -0.470438 0.613533	0.532092 0.509768 -0.440646 0.512685	
0.532053 0.437804 -0.325509 0.647527	0.496522 0.461556 -0.284757 0.67775	0.477408 0.472034 -0.266332 0.691616	0.480476 0.439758 -0.2202 0.726133	0.474517 0.437784 -0.205774 0.735415	0.370238 0.514353 -0.153442 0.758169	0.28959 0.540712 -0.205631 0.762551	0.55586 0.476262 0.00465831 0.681302	0.306174 -0.0850673 -0.376164 0.870357	0.317423 0.0148853 -0.629341 0.709191	0.311167 0.121415 -0.634443 0.697076	0.354575 0.28655 -0.226192 0.860815	0.424528 0.699242 0.197133 0.540348	0.597155 0.559078 0.33537 0.467294	0.526314 0.512937 0.39617 0.550399	0.785952 0.266264 -0.239845 0.503842	0.726655 0.290712 -0.209544 0.586132	0.675099 0.314011 -0.243316 0.621639	0.516092 0.396767 -0.481131 0.587144	0.474086 0.429211 -0.452425 0.621556	0.532392 0.511352 -0.439807 0.511516	
0.547811 0.422592 -0.301035 0.656276	0.509766 0.444582 -0.261105 0.688702	0.489646 0.453189 -0.243985 0.703803	0.488709 0.422537 -0.203207 0.735753	0.481844 0.421469 -0.189727 0.744442	0.374486 0.505996 -0.136858 0.764852	0.293122 0.533076 -0.188087 0.77106	0.555114 0.466641 0.0216348 0.688205	0.312874 -0.0940875 -0.364928 0.871828	0.32669 0.00400215 -0.609433 0.722391	0.303693 0.113604 -0.618092 0.716119	0.366223 0.269817 -0.215219 0.864153	0.428516 0.689418 0.205377 0.546715	0.593591 0.553691 0.340941 0.474168	0.51637 0.50249 0.400878 0.56583	0.785625 0.254218 -0.22573 0.516926	0.722844 0.277881 -0.195865 0.601593	0.674457 0.304537 -0.231338 0.631544	0.526774 0.391117 -0.457174 0.60044	0.493382 0.415373 -0.435254 0.628167	0.533797 0.511288 -0.438501 0.511235	
0.560933 0.405438 -0.277326 0.666382	0.522078 0.426174 -0.238533 0.699223	0.501785 0.433348 -0.22272 0.714715	0.497767 0.404387 -0.186271 0.744313	0.49028 0.403979 -0.173323 0.752585	0.379703 0.495043 -0.121963 0.771934	0.297006 0.52276 -0.173584 0.779986	0.555902 0.454017 0.0363155 0.695358	0.320696 -0.101796 -0.355827 0.871882	0.336425 -0.00516114 -0.59177 0.73253	0.296876 0.110256 -0.602359 0.732715	0.376288 0.254092 -0.203892 0.867337	0.431805 0.681609 0.210799 0.551831	0.593129 0.547033 0.346111 0.478707	0.514111 0.492061 0.403556 0.575073	0.779762 0.260073 -0.224174 0.523526	0.711963 0.284889 -0.191652 0.612549	0.668777 0.309726 -0.220452 0.638912	0.534754 0.386756 -0.438181 0.610292	0.508421 0.40497 -0.421404 0.632397	0.536691 0.510687 -0.434787 0.511979	
0.57038 0.387289 -0.257174 0.677152	0.532307 0.407437 -0.219383 0.708884	0.512606 0.414072 -0.204433 0.72387	0.506934 0.386513 -0.169465 0.751603	0.499205 0.386375 -0.156162 0.759685	0.386045 0.481012 -0.108288 0.77966	0.302741 0.509366 -0.161813 0.78912	0.558298 0.43977 0.0502255 0.7017	0.329827 -0.108978 -0.34806 0.870742	0.347125 -0.0128958 -0.576609 0.7395	0.294075 0.109876 -0.587861 0.745565	0.385946 0.23794 -0.192543 0.870263	0.433603 0.674441 0.215289 0.557466	0.593626 0.538971 0.352451 0.482594	0.517284 0.483688 0.407392 0.576623	0.772863 0.270691 -0.225395 0.527832	0.698028 0.297592 -0.188455 0.623443	0.660984 0.314677 -0.210843 0.647784	0.541581 0.3834 -0.424553 0.615995	0.518788 0.398608 -0.410308 0.63531	0.540936 0.509189 -0.428188 0.514558	
0.577528 0.369309 -0.24089 0.687055	0.540406 0.389179 -0.203758 0.717623	0.521394 0.39589 -0.18922 0.731857	0.515255 0.369278 -0.153569 0.757999	0.50761 0.36907 -0.13936 0.765962	0.393023 0.465547 -0.0956787 0.787175	0.309844 0.494231 -0.15189 0.797911	0.561786 0.424687 0.0641448 0.707052	0.342272 -0.117675 -0.340597 0.867753	0.361369 -0.0202464 -0.563566 0.74256	0.29666 0.109784 -0.573889 0.755375	0.39229 0.222503 -0.180464 0.87409	0.432968 0.666813 0.220884 0.564897	0.59354 0.528972 0.362084 0.486615	0.524454 0.476746 0.41075 0.573537	0.768485 0.276564 -0.221816 0.532673	0.684285 0.305478 -0.179925 0.637231	0.652933 0.317198 -0.199665 0.658177	0.549831 0.378612 -0.413042 0.619463	0.526694 0.393536 -0.398849 0.639252	0.545939 0.506609 -0.419956 0.518589	
0.583408 0.352661 -0.228828 0.694912	0.546646 0.372344 -0.191913 0.725057	0.528166 0.379316 -0.177548 0.738672	0.522291 0.353327 -0.140178 0.763362	0.515068 0.352761 -0.124965 0.771134	0.400023 0.449033 -0.0845852 0.794479	0.318302 0.477155 -0.142984 0.806574	0.566153 0.409719 0.0783245 0.710962	0.359419 -0.129716 -0.332637 0.862174	0.381054 -0.0283876 -0.552035 0.741113	0.311417 0.106208 -0.560567 0.759937	0.398611 0.207825 -0.169185 0.877094	0.431027 0.658429 0.227567 0.573498	0.592927 0.517446 0.374085 0.49066	0.533098 0.469852 0.415638 0.567707	0.767452 0.274189 -0.209964 0.540142	0.672487 0.303915 -0.164013 0.654597	0.64561 0.311647 -0.184848 0.672232	0.55952 0.372611 -0.401632 0.621925	0.533743 0.388649 -0.386133 0.644183	0.550379 0.505467 -0.411963 0.521415	
0.588421 0.336986 -0.219066 0.701578	0.551581 0.356545 -0.18224 0.731726	0.533368 0.363594 -0.168144 0.745013	0.528067 0.33828 -0.129316 0.768107	0.521324 0.337472 -0.113403 0.775547	0.406995 0.432596 -0.074709 0.801021	0.327118 0.459697 -0.134387 0.814624	0.570709 0.395032 0.0924514 0.713928	0.379227 -0.144203 -0.324242 0.854552	0.404012 -0.037179 -0.541613 0.736239	0.33779 0.0979774 -0.546948 0.759701	0.405448 0.194223 -0.159733 0.878849	0.427502 0.648777 0.236338 0.583503	0.591261 0.504063 0.389481 0.494606	0.541301 0.461137 0.422704 0.561842	0.768511 0.26612 -0.191855 0.549329	0.66206 0.295262 -0.142998 0.673832	0.639033 0.301068 -0.166714 0.687897	0.569144 0.366621 -0.390341 0.623938	0.540663 0.383716 -0.373549 0.648773	0.554693 0.504658 -0.403625 0.52414	
0.593253 0.320764 -0.209151 0.708108	0.556732 0.340123 -0.172842 0.737896	0.538898 0.347097 -0.159302 0.750823	0.533255 0.323649 -0.120171 0.772302	0.526532 0.32291 -0.103946 0.779543	0.412697 0.416959 -0.0660506 0.807133	0.335357 0.442792 -0.125858 0.821967	0.574338 0.381289 0.105656 0.716653	0.400375 -0.160436 -0.315855 0.845101	0.428814 -0.0464528 -0.532171 0.728529	0.373286 0.0852024 -0.534884 0.753192	0.412508 0.181349 -0.151684 0.87974	0.42324 0.638069 0.246493 0.594119	0.588839 0.489421 0.406919 0.49815	0.547027 0.447471 0.433567 0.559062	0.770573 0.254408 -0.170123 0.559064	0.652276 0.28176 -0.119484 0.693448	0.633851 0.288412 -0.144604 0.702952	0.578458 0.359281 -0.377119 0.627762	0.548905 0.376284 -0.360155 0.65376	0.559456 0.502431 -0.39434 0.528268	
0.5986 0.30249 -0.197714 0.714904	0.562866 0.3218 -0.162093 0.743877	0.545451 0.328788 -0.14917 0.756392	0.538271 0.308842 -0.111416 0.776188	0.531112 0.308601 -0.0954305 0.783312	0.417745 0.402235 -0.0583484 0.812584	0.34262 0.427038 -0.117371 0.828537	0.577548 0.368573 0.117247 0.71892	0.421357 -0.177506 -0.307842 0.834376	0.453812 -0.0557132 -0.523964 0.718618	0.413653 0.0699034 -0.522848 0.742048	0.419309 0.169175 -0.144821 0.880106	0.419122 0.627826 0.256129 0.603795	0.587344 0.474191 0.424604 0.499882	0.551203 0.429876 0.446247 0.558789	0.773094 0.239896 -0.145948 0.568749	0.642816 0.26436 -0.0946832 0.712696	0.629297 0.270382 -0.118965 0.718837	0.587465 0.349233 -0.360883 0.634575	0.55887 0.364828 -0.345109 0.659897	0.565293 0.496894 -0.383009 0.535579	
0.60448 0.283009 -0.184944 0.721322	0.569624 0.302372 -0.150183 0.749363	0.55266 0.309345 -0.137917 0.76148	0.543243 0.293628 -0.102272 0.779878	0.535499 0.294061 -0.0866979 0.786926	0.422456 0.38827 -0.0507289 0.817437	0.348982 0.412116 -0.108595 0.834613	0.579969 0.356736 0.126799 0.721316	0.437816 -0.19244 -0.301169 0.824974	0.473972 -0.0637685 -0.517703 0.709414	0.449225 0.0573413 -0.51282 0.729332	0.425621 0.157264 -0.139167 0.880197	0.414824 0.617837 0.26567 0.612877	0.585923 0.458799 0.442579 0.500322	0.553357 0.409486 0.460608 0.560319	0.77576 0.223141 -0.119764 0.57798	0.633841 0.243626 -0.0691505 0.730829	0.624686 0.2478 -0.0900051 0.735025	0.595417 0.337528 -0.344063 0.642787	0.568592 0.351336 -0.329951 0.666633	0.572769 0.487533 -0.368576 0.546259	
0.610472 0.26388 -0.171412 0.726849	0.575997 0.283114 -0.137674 0.7544	0.559324 0.290047 -0.126005 0.766259	0.548082 0.278567 -0.0930953 0.78316	0.539844 0.279699 -0.0779966 0.790097	0.426655 0.374757 -0.0431506 0.821986	0.355086 0.397507 -0.0992106 0.840273	0.582197 0.345336 0.135168 0.723547	0.451748 -0.206023 -0.296017 0.815998	0.491425 -0.0708761 -0.513249 0.700038	0.475704 0.0483487 -0.505361 0.718317	0.430937 0.144932 -0.134615 0.880435	0.410467 0.608165 0.274976 0.621322	0.584319 0.443755 0.460267 0.499807	0.552738 0.387767 0.475872 0.563616	0.778076 0.205533 -0.0932245 0.586228	0.624828 0.221322 -0.0441754 0.747433	0.619726 0.224347 -0.0592152 0.749735	0.602738 0.324312 -0.327973 0.651124	0.577223 0.336698 -0.315244 0.673846	0.581973 0.473887 -0.349797 0.560697	
0.616176 0.246046 -0.157469 0.731431	0.581753 0.264766 -0.125081 0.758826	0.565322 0.271547 -0.114055 0.770496	0.55249 0.264131 -0.0840963 0.786077	0.54382 0.265979 -0.0695379 0.792893	0.430575 0.361972 -0.0357973 0.826015	0.360545 0.383227 -0.0901061 0.845592	0.584706 0.334414 0.142628 0.72522	0.462745 -0.217797 -0.292766 0.80791	0.505577 -0.0772075 -0.510434 0.691295	0.494483 0.0449706 -0.499337 0.710018	0.435759 0.132682 -0.130879 0.880557	0.4069 0.599488 0.283163 0.628383	0.583701 0.429239 0.476711 0.497789	0.55376 0.368134 0.489501 0.564106	0.779132 0.188972 -0.0685026 0.593759	0.615803 0.199835 -0.0216569 0.761829	0.615444 0.199954 -0.0300665 0.761802	0.61095 0.30771 -0.311095 0.659754	0.585306 0.319367 -0.299115 0.682606	0.593162 0.455619 -0.325814 0.578286	
0.62148 0.229415 -0.142945 0.735321	0.587096 0.247076 -0.112481 0.76264	0.570922 0.253541 -0.10223 0.774154	0.556451 0.250312 -0.0754552 0.788678	0.547322 0.252885 -0.0615987 0.79542	0.434131 0.349869 -0.0291501 0.829622	0.365148 0.369702 -0.0823847 0.850412	0.586517 0.323924 0.149481 0.727136	0.471455 -0.228132 -0.29088 0.800671	0.517197 -0.0825909 -0.509277 0.682878	0.505754 0.04316 -0.495328 0.704983	0.440593 0.120938 -0.12725 0.880374	0.404428 0.591945 0.289883 0.63404	0.584306 0.415388 0.49141 0.494525	0.558072 0.353096 0.501707 0.558721	0.779307 0.173505 -0.0459602 0.600386	0.606843 0.179482 -0.00167511 0.77429	0.610418 0.178025 -0.00257376 0.77181	0.620539 0.286105 -0.291042 0.669604	0.5939 0.297259 -0.27964 0.693341	0.605819 0.431287 -0.29777 0.598589	
0.626723 0.212778 -0.128177 0.738589	0.592454 0.229358 -0.0997851 0.765791	0.576409 0.235394 -0.0903633 0.777288	0.560066 0.236753 -0.0668402 0.791079	0.550446 0.240233 -0.053648 0.797759	0.437447 0.338451 -0.0228147 0.832809	0.368944 0.35716 -0.0756488 0.854748	0.58778 0.313823 0.156162 0.729139	0.477024 -0.236445 -0.290676 0.795015	0.525247 -0.0870319 -0.509917 0.675667	0.510533 0.0429459 -0.493485 0.70284	0.445676 0.109745 -0.122849 0.879907	0.402714 0.585415 0.295411 0.638626	0.585931 0.401963 0.504862 0.490128	0.563671 0.341839 0.512392 0.550342	0.778659 0.159542 -0.0256188 0.606283	0.598352 0.160801 0.0159039 0.78477	0.604365 0.159694 0.0210316 0.780256	0.630859 0.259549 -0.267146 0.68065	0.603263 0.269978 -0.256601 0.705224	0.61888 0.402296 -0.266862 0.61962	
0.632114 0.195317 -0.113133 0.741272	0.597987 0.210903 -0.0866191 0.768394	0.581963 0.216532 -0.0779586 0.779971	0.563704 0.222794 -0.0577848 0.79326	0.553555 0.227249 -0.0452414 0.79993	0.44083 0.326979 -0.0166789 0.835748	0.372773 0.345468 -0.0696725 0.858393	0.588967 0.303813 0.163293 0.730856	0.4803 -0.243202 -0.291635 0.790641	0.530705 -0.0904828 -0.512157 0.669223	0.510678 0.0446756 -0.495097 0.701493	0.451233 0.0987885 -0.117351 0.879124	0.401129 0.579228 0.300355 0.642945	0.587311 0.389198 0.517347 0.485739	0.570457 0.332992 0.52241 0.539242	0.777524 0.146513 -0.00675084 0.611511	0.590619 0.143182 0.0317863 0.79351	0.597735 0.144971 0.0389776 0.787513	0.640841 0.229947 -0.240367 0.691861	0.612417 0.239454 -0.230897 0.717142	0.631444 0.371302 -0.235796 0.638602	
0.637617 0.177033 -0.0979071 0.743316	0.603728 0.191633 -0.0733219 0.770333	0.587708 0.196905 -0.06536 0.78202	0.567631 0.207882 -0.0481317 0.79515	0.55699 0.213329 -0.0361015 0.801841	0.444244 0.314893 -0.010183 0.838681	0.377082 0.333978 -0.0640487 0.86149	0.590996 0.29368 0.171095 0.731576	0.48219 -0.248976 -0.293489 0.787	0.534663 -0.0929054 -0.516003 0.662756	0.510845 0.0478341 -0.499721 0.697874	0.456666 0.0872118 -0.110631 0.878414	0.399127 0.572459 0.305645 0.647741	0.587357 0.376861 0.529671 0.482116	0.574753 0.325368 0.532065 0.529813	0.775918 0.134181 0.0114302 0.616292	0.584022 0.126306 0.0467118 0.800489	0.59194 0.13263 0.0481535 0.793535	0.649284 0.200471 -0.212958 0.702062	0.62067 0.208832 -0.204765 0.727481	0.642742 0.343469 -0.206302 0.652956	
0.642714 0.158432 -0.0828187 0.744956	0.609001 0.172383 -0.0597439 0.771902	0.592898 0.177289 -0.0524229 0.783768	0.571529 0.192449 -0.0380951 0.796785	0.560558 0.198651 -0.0265882 0.803496	0.447878 0.302287 -0.0036467 0.841436	0.381311 0.32254 -0.0586679 0.864366	0.592532 0.282828 0.179305 0.732641	0.482925 -0.254223 -0.295398 0.784152	0.537566 -0.0941747 -0.521276 0.656069	0.508985 0.0519445 -0.505748 0.69459	0.461369 0.0749785 -0.102879 0.878028	0.396176 0.564739 0.311881 0.653333	0.585154 0.36535 0.542117 0.479815	0.579481 0.314885 0.541013 0.521875	0.773659 0.122837 0.0280642 0.620947	0.579312 0.11085 0.0599072 0.805308	0.588208 0.122003 0.0486482 0.797973	0.656041 0.173093 -0.187221 0.71035	0.627807 0.18027 -0.180321 0.735422	0.653058 0.318456 -0.181496 0.662691	
0.64747 0.140238 -0.0683577 0.745951	0.613819 0.153904 -0.046279 0.772916	0.597573 0.158378 -0.0395952 0.785019	0.575288 0.176629 -0.0276489 0.798174	0.564061 0.183345 -0.0166332 0.804949	0.451507 0.289328 0.00337832 0.84405	0.38536 0.310729 -0.05374 0.867212	0.593253 0.270976 0.187707 0.734431	0.482906 -0.259492 -0.296798 0.781906	0.540027 -0.094364 -0.527752 0.648802	0.506177 0.0565613 -0.513444 0.690623	0.465812 0.0617396 -0.0947101 0.877632	0.392617 0.556009 0.318768 0.659615	0.581258 0.354166 0.554669 0.478589	0.579655 0.301812 0.55091 0.519045	0.770415 0.111484 0.0435938 0.626204	0.5772 0.0959697 0.071546 0.807781	0.587663 0.110882 0.0431483 0.80031	0.660794 0.149276 -0.164383 0.71697	0.634027 0.155211 -0.158792 0.740746	0.662606 0.297669 -0.162555 0.667775	
0.651476 0.122595 -0.0535271 0.746782	0.618019 0.135835 -0.0325645 0.773654	0.601717 0.139903 -0.0264883 0.785915	0.578996 0.160429 -0.0169074 0.799213	0.567522 0.167522 -0.00648959 0.80611	0.455237 0.275504 0.0106638 0.846607	0.389331 0.2978 -0.0487832 0.870262	0.593388 0.257321 0.196538 0.736919	0.482771 -0.264948 -0.297491 0.779894	0.542684 -0.0935877 -0.534897 0.640796	0.503484 0.0616568 -0.52233 0.685474	0.470497 0.0474616 -0.0868148 0.876837	0.388533 0.545526 0.326996 0.666721	0.574855 0.343654 0.56715 0.479359	0.57548 0.286104 0.561725 0.520992	0.766478 0.101632 0.0573631 0.631579	0.577528 0.0833867 0.0816477 0.807986	0.59121 0.105534 0.0267855 0.799134	0.663822 0.12853 -0.144733 0.722408	0.639429 0.133273 -0.140378 0.744085	0.671999 0.2797 -0.147906 0.669559	
