Hips,Spine,Spine1,Spine2,Spine3,Neck,Head,RightShoulder,RightArm,RightForeArm,RightHand,LeftShoulder,LeftArm,LeftForeArm,LeftHand,RightUpLeg,RightLeg,RightFoot,LeftUpLeg,LeftLeg,LeftFoot
0.590323 0.15418 0.131301 0.78135,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.434749 -0.557624 -0.385916 0.592552,NaN NaN NaN NaN,-0.073708 0.331585 0.456881 0.822118,NaN NaN NaN NaN,-0.615473 0.259042 -0.699555 -0.254387,-0.103674 0.638862 0.33369 0.685389,NaN NaN NaN NaN,NaN NaN NaN NaN,0.528058 -0.339602 -0.763793 0.14982,0.573122 -0.213275 -0.751334 -0.248078,NaN NaN NaN NaN,-0.071957 0.675994 0.218692 0.70002,0.644654 -0.618251 -0.340867 -0.293251,0.03096 0.476642 0.202185 0.854971,0.085351 -0.655064 0.10676 0.743107,-0.327363 -0.728783 -0.188071 0.571261,0.276578 0.421213 -0.773865 0.383689
0.587785 0.13941 0.113825 0.788745,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.453293 -0.545483 -0.400284 0.580298,NaN NaN NaN NaN,-0.066671 0.338973 0.441563 0.828054,NaN NaN NaN NaN,-0.577944 0.295065 -0.694266 -0.311306,-0.036524 0.64816 0.231461 0.724555,NaN NaN NaN NaN,NaN NaN NaN NaN,0.522569 -0.366383 -0.756705 0.141714,0.580029 -0.23639 -0.733478 -0.264,NaN NaN NaN NaN,-0.056725 0.679326 0.1948 0.705231,0.621726 -0.637793 -0.332754 -0.309761,0.045984 0.478804 0.17352 0.859374,0.068507 -0.648218 0.090536 0.752943,-0.346532 -0.723973 -0.195236 0.563614,0.285888 0.412899 -0.775001 0.383609
0.589064 0.124413 0.096022 0.792657,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.470426 -0.535182 -0.413178 0.567065,NaN NaN NaN NaN,-0.059649 0.346538 0.425025 0.83409,NaN NaN NaN NaN,-0.55408 0.309325 -0.691956 -0.344252,0.004654 0.638603 0.16159 0.752365,NaN NaN NaN NaN,NaN NaN NaN NaN,0.515943 -0.390925 -0.750288 0.134346,0.587093 -0.257004 -0.716243 -0.276164,NaN NaN NaN NaN,-0.042216 0.683695 0.16994 0.708449,0.601305 -0.653091 -0.330895 -0.32002,0.055947 0.491816 0.1462 0.856512,0.051257 -0.639445 0.070648 0.763867,-0.366624 -0.720078 -0.200519 0.553955,0.29712 0.398166 -0.778744 0.383069
0.590533 0.109303 0.078873 0.795678,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.482447 -0.527683 -0.422638 0.556931,NaN NaN NaN NaN,-0.05379 0.35387 0.407879 0.839951,NaN NaN NaN NaN,-0.530672 0.318782 -0.691969 -0.371407,0.010433 0.619078 0.131658 0.774145,NaN NaN NaN NaN,NaN NaN NaN NaN,0.508537 -0.413201 -0.744545 0.127704,0.594018 -0.276295 -0.699376 -0.285791,NaN NaN NaN NaN,-0.026677 0.688621 0.144025 0.710174,0.58008 -0.667321 -0.331015 -0.329574,0.081622 0.506428 0.12383 0.849432,0.036454 -0.630559 0.048357 0.773776,-0.387957 -0.717503 -0.202551 0.541897,0.311397 0.375187 -0.785581 0.380958
0.590053 0.096245 0.063927 0.799054,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.494191 -0.519791 -0.432851 0.546107,NaN NaN NaN NaN,-0.050368 0.360729 0.391076 0.84522,NaN NaN NaN NaN,-0.502907 0.327158 -0.695489 -0.395406,0.001007 0.596126 0.121008 0.793719,NaN NaN NaN NaN,NaN NaN NaN NaN,0.500017 -0.435817 -0.738808 0.119201,0.599146 -0.295147 -0.683146 -0.295335,NaN NaN NaN NaN,-0.013076 0.695526 0.119388 0.708392,0.555883 -0.682252 -0.332213 -0.339353,0.094634 0.510398 0.114413 0.847023,0.026195 -0.62067 0.025497 0.783219,-0.412957 -0.714879 -0.202931 0.526529,0.327272 0.342874 -0.796123 0.376189
0.588401 0.086099 0.051633 0.802313,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.506964 -0.512228 -0.442813 0.53341,NaN NaN NaN NaN,-0.048632 0.367771 0.374587 0.849743,NaN NaN NaN NaN,-0.478203 0.326188 -0.704919 -0.409893,-0.002884 0.573506 0.11077 0.811673,NaN NaN NaN NaN,NaN NaN NaN NaN,0.489615 -0.457061 -0.73441 0.10961,0.601307 -0.313942 -0.667333 -0.307468,NaN NaN NaN NaN,-0.002075 0.699802 0.096871 0.707735,0.536937 -0.69795 -0.334503 -0.335668,0.117537 0.507655 0.106598 0.846822,0.013558 -0.605118 -0.00472 0.796006,-0.437766 -0.713301 -0.195044 0.511391,0.343983 0.300133 -0.810219 0.367615
0.58642 0.077039 0.040512 0.805317,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.520214 -0.504795 -0.45247 0.519451,NaN NaN NaN NaN,-0.048866 0.374038 0.359033 0.853699,NaN NaN NaN NaN,-0.455699 0.321465 -0.716039 -0.419865,0.012887 0.553406 0.091363 0.827785,NaN NaN NaN NaN,NaN NaN NaN NaN,0.477551 -0.473937 -0.732845 0.101326,0.601291 -0.331761 -0.652024 -0.321321,NaN NaN NaN NaN,0.005515 0.702473 0.077695 0.707435,0.527845 -0.709089 -0.33811 -0.322885,0.133287 0.50399 0.106007 0.846753,-0.005486 -0.589359 -0.044105 0.806648,-0.456186 -0.711619 -0.171045 0.506198,0.358479 0.250468 -0.82571 0.356317
0.584116 0.066257 0.028162 0.808471,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.532654 -0.495732 -0.463298 0.50585,NaN NaN NaN NaN,-0.048978 0.378859 0.344249 0.857648,NaN NaN NaN NaN,-0.430812 0.32615 -0.72236 -0.431536,0.036628 0.530976 0.073354 0.843411,NaN NaN NaN NaN,NaN NaN NaN NaN,0.465805 -0.487962 -0.732109 0.094527,0.599579 -0.347439 -0.638181 -0.335434,NaN NaN NaN NaN,0.018622 0.707612 0.057015 0.704051,0.523799 -0.700958 -0.371792 -0.30994,0.148063 0.502273 0.107247 0.845161,-0.032437 -0.586198 -0.087815 0.804741,-0.471825 -0.704788 -0.142557 0.510228,0.369997 0.192157 -0.843794 0.337919
0.585958 0.053407 0.013512 0.808467,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.545541 -0.486312 -0.47398 0.49115,NaN NaN NaN NaN,-0.048813 0.380794 0.330884 0.86205,NaN NaN NaN NaN,-0.404549 0.344469 -0.722893 -0.441709,0.060744 0.505718 0.061091 0.858386,NaN NaN NaN NaN,NaN NaN NaN NaN,0.457018 -0.501842 -0.729059 0.088102,0.597116 -0.361575 -0.625907 -0.347787,NaN NaN NaN NaN,0.036491 0.713173 0.037693 0.699022,0.523489 -0.707895 -0.374471 -0.290888,0.156462 0.504316 0.111221 0.841912,-0.018613 -0.587238 -0.104543 0.802419,-0.521967 -0.687631 -0.156758 0.479729,0.378548 0.132923 -0.860696 0.313426
0.595798 0.037729 -0.003303 0.802241,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.558738 -0.477828 -0.483219 0.475386,NaN NaN NaN NaN,-0.048286 0.380993 0.318646 0.86659,NaN NaN NaN NaN,-0.374357 0.372106 -0.72002 -0.450517,0.079147 0.477158 0.058982 0.873257,NaN NaN NaN NaN,NaN NaN NaN NaN,0.449163 -0.516914 -0.724318 0.080097,0.592835 -0.376529 -0.615553 -0.357585,NaN NaN NaN NaN,0.051666 0.717834 0.025124 0.69384,0.513096 -0.726575 -0.353688 -0.289355,0.161238 0.506695 0.112939 0.839349,0.01624 -0.586066 -0.111678 0.802366,-0.580769 -0.665982 -0.184501 0.430273,0.382971 0.084291 -0.875046 0.283766
0.608447 0.018645 -0.02234 0.793061,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.570251 -0.470237 -0.491319 0.460756,NaN NaN NaN NaN,-0.047788 0.38212 0.306526 0.870484,NaN NaN NaN NaN,-0.338951 0.394847 -0.719072 -0.46059,0.095651 0.446459 0.065956 0.887229,NaN NaN NaN NaN,NaN NaN NaN NaN,0.438916 -0.535188 -0.718781 0.065424,0.589185 -0.389929 -0.608102 -0.361978,NaN NaN NaN NaN,0.06459 0.720475 0.01641 0.690272,0.49562 -0.743277 -0.336622 -0.297634,0.163351 0.508058 0.111832 0.838265,0.013639 -0.588441 -0.140893 0.796053,-0.618417 -0.648341 -0.184993 0.403723,0.385229 0.05037 -0.889324 0.241171
0.614071 0.000456 -0.042299 0.788116,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.580701 -0.461635 -0.500427 0.446378,NaN NaN NaN NaN,-0.048335 0.384624 0.294422 0.873524,NaN NaN NaN NaN,-0.302701 0.417577 -0.715567 -0.471132,0.112719 0.414478 0.08019 0.899484,NaN NaN NaN NaN,NaN NaN NaN NaN,0.427948 -0.5546 -0.712004 0.048277,0.587959 -0.400733 -0.602729 -0.361159,NaN NaN NaN NaN,0.077613 0.724744 0.005723 0.684609,0.47959 -0.749468 -0.338112 -0.306548,0.164419 0.508327 0.110813 0.838028,-0.022645 -0.606718 -0.189504 0.771666,-0.647939 -0.631847 -0.179737 0.385537,0.392944 0.014614 -0.900615 0.185133
0.612695 -0.014423 -0.061956 0.787755,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.591916 -0.455106 -0.506979 0.430681,NaN NaN NaN NaN,-0.050836 0.387081 0.283227 0.875994,NaN NaN NaN NaN,-0.262181 0.453176 -0.701424 -0.483629,0.142074 0.383116 0.09543 0.907706,NaN NaN NaN NaN,NaN NaN NaN NaN,0.418171 -0.571325 -0.705388 0.033884,0.584465 -0.412592 -0.597073 -0.362866,NaN NaN NaN NaN,0.088662 0.731019 -0.00578 0.676548,0.474944 -0.740082 -0.366533 -0.303907,0.168067 0.507825 0.11084 0.837605,-0.052372 -0.608715 -0.235122 0.755937,-0.690016 -0.601985 -0.211549 0.34167,0.406068 -0.009746 -0.904677 0.128738
0.6108 -0.027112 -0.080675 0.787197,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.602718 -0.449371 -0.512231 0.415231,NaN NaN NaN NaN,-0.054703 0.38907 0.27328 0.878037,NaN NaN NaN NaN,-0.223358 0.477088 -0.690066 -0.496294,0.176129 0.352561 0.117338 0.911543,NaN NaN NaN NaN,NaN NaN NaN NaN,0.409551 -0.586493 -0.698523 0.01894,0.576998 -0.427308 -0.589038 -0.370832,NaN NaN NaN NaN,0.095647 0.737769 -0.017127 0.668023,0.48015 -0.731605 -0.38948 -0.287255,0.173266 0.506753 0.11184 0.837062,-0.07947 -0.599333 -0.279737 0.74581,-0.725605 -0.571871 -0.239717 0.298324,0.422049 -0.026327 -0.903175 0.073868
0.611673 -0.04041 -0.098057 0.78397,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.61076 -0.438778 -0.523315 0.400733,NaN NaN NaN NaN,-0.0582 0.390678 0.264236 0.879865,NaN NaN NaN NaN,-0.204328 0.47946 -0.69077 -0.501203,0.199612 0.320991 0.151027 0.913406,NaN NaN NaN NaN,NaN NaN NaN NaN,0.397697 -0.594708 -0.698672 0.004117,0.565296 -0.442651 -0.579054 -0.38626,NaN NaN NaN NaN,0.099744 0.744284 -0.028285 0.659767,0.472968 -0.744594 -0.372609 -0.288174,0.178305 0.506267 0.111792 0.836303,-0.099969 -0.605105 -0.313498 0.724964,-0.746769 -0.545544 -0.258239 0.279339,0.437436 -0.035416 -0.898346 0.019259
0.609467 -0.054135 -0.114859 0.782577,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.617504 -0.430104 -0.532947 0.386869,NaN NaN NaN NaN,-0.061272 0.391166 0.256309 0.881783,NaN NaN NaN NaN,-0.18936 0.481698 -0.693728 -0.50085,0.21111 0.288748 0.192788 0.913723,NaN NaN NaN NaN,NaN NaN NaN NaN,0.385252 -0.599928 -0.701143 -0.008085,0.553496 -0.452256 -0.570305 -0.404795,NaN NaN NaN NaN,0.101614 0.74942 -0.039549 0.653054,0.464218 -0.757491 -0.357027 -0.288515,0.182816 0.508212 0.109614 0.834436,-0.103203 -0.616914 -0.332656 0.705766,-0.765609 -0.514293 -0.289105 0.256446,0.449891 -0.036842 -0.891595 -0.036059
0.60253 -0.065981 -0.131537 0.784412,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.624779 -0.425135 -0.538159 0.373225,NaN NaN NaN NaN,-0.063609 0.390158 0.249483 0.884019,NaN NaN NaN NaN,-0.181154 0.5035 -0.683882 -0.495961,0.212568 0.25716 0.237667 0.912249,NaN NaN NaN NaN,NaN NaN NaN NaN,0.372355 -0.608596 -0.700373 -0.020977,0.546182 -0.453165 -0.5648 -0.421104,NaN NaN NaN NaN,0.105495 0.754058 -0.055024 0.645941,0.459236 -0.759548 -0.36143 -0.285582,0.185223 0.514644 0.10643 0.830365,-0.108356 -0.627777 -0.350744 0.686391,-0.780062 -0.483716 -0.317826 0.237715,0.459176 -0.033306 -0.883157 -0.089898
0.595086 -0.076736 -0.148241 0.786135,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.630493 -0.418714 -0.544894 0.360898,NaN NaN NaN NaN,-0.065352 0.387442 0.243487 0.886754,NaN NaN NaN NaN,-0.187578 0.501523 -0.690395 -0.486462,0.206452 0.227092 0.282641 0.908802,NaN NaN NaN NaN,NaN NaN NaN NaN,0.360681 -0.608867 -0.70594 -0.028975,0.541033 -0.449488 -0.560607 -0.436993,NaN NaN NaN NaN,0.112137 0.758137 -0.073703 0.638139,0.453884 -0.758667 -0.370029 -0.285468,0.184279 0.525968 0.101674 0.824052,-0.115861 -0.6374 -0.367221 0.667418,-0.785071 -0.457634 -0.343497 0.237162,0.46708 -0.02472 -0.872872 -0.138994
0.590714 -0.087729 -0.164414 0.785066,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.636867 -0.411389 -0.551875 0.347266,NaN NaN NaN NaN,-0.066782 0.383359 0.237995 0.889907,NaN NaN NaN NaN,-0.200555 0.490826 -0.703012 -0.473964,0.198449 0.200868 0.324736 0.902672,NaN NaN NaN NaN,NaN NaN NaN NaN,0.352036 -0.602508 -0.715485 -0.03372,0.538432 -0.441937 -0.557897 -0.451147,NaN NaN NaN NaN,0.121619 0.761344 -0.094285 0.62982,0.446747 -0.763101 -0.369746 -0.285273,0.180003 0.541331 0.094595 0.815851,-0.123084 -0.647489 -0.379761 0.649145,-0.786232 -0.429101 -0.377039 0.235699,0.475686 -0.012549 -0.860189 -0.183411
0.587021 -0.098897 -0.180415 0.782992,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.645614 -0.408775 -0.55272 0.332544,NaN NaN NaN NaN,-0.068551 0.378296 0.232797 0.893308,NaN NaN NaN NaN,-0.205531 0.485186 -0.711081 -0.465527,0.187872 0.179089 0.363846 0.894565,NaN NaN NaN NaN,NaN NaN NaN NaN,0.34373 -0.598118 -0.722765 -0.041409,0.536433 -0.432686 -0.554825 -0.466038,NaN NaN NaN NaN,0.132238 0.762982 -0.115321 0.622152,0.439623 -0.760235 -0.3832 -0.286238,0.173315 0.559309 0.085417 0.806126,-0.13781 -0.652035 -0.397741 0.630604,-0.786554 -0.396329 -0.416402 0.225534,0.486807 0.003719 -0.844546 -0.223041
0.582981 -0.109968 -0.196504 0.780657,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.652712 -0.408215 -0.552027 0.320303,NaN NaN NaN NaN,-0.070673 0.372724 0.227797 0.896767,NaN NaN NaN NaN,-0.207534 0.476248 -0.720442 -0.459434,0.175289 0.161555 0.400243 0.884861,NaN NaN NaN NaN,NaN NaN NaN NaN,0.334652 -0.598417 -0.725967 -0.053649,0.533432 -0.424462 -0.549421 -0.483134,NaN NaN NaN NaN,0.144209 0.764048 -0.136313 0.613884,0.430385 -0.761219 -0.38953 -0.289103,0.16591 0.579291 0.073778 0.794639,-0.157071 -0.650366 -0.419146 0.613735,-0.778982 -0.368184 -0.455853 0.223217,0.499652 0.021855 -0.826212 -0.259316
0.579672 -0.12127 -0.21192 0.777409,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.654241 -0.404177 -0.559133 0.309807,NaN NaN NaN NaN,-0.073526 0.366973 0.222963 0.900118,NaN NaN NaN NaN,-0.215073 0.46105 -0.733536 -0.450668,0.161413 0.148502 0.433793 0.873909,NaN NaN NaN NaN,NaN NaN NaN NaN,0.326965 -0.601407 -0.725806 -0.067885,0.52828 -0.41729 -0.541753 -0.503282,NaN NaN NaN NaN,0.154905 0.765031 -0.153451 0.605957,0.417141 -0.767001 -0.38729 -0.296158,0.16036 0.601519 0.058159 0.780434,-0.174719 -0.646527 -0.437095 0.600353,-0.765178 -0.347511 -0.491822 0.227708,0.516239 0.044241 -0.803808 -0.292288
0.574706 -0.132381 -0.226395 0.775199,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.652952 -0.399234 -0.569224 0.300415,NaN NaN NaN NaN,-0.077922 0.361114 0.218501 0.903207,NaN NaN NaN NaN,-0.221758 0.456484 -0.73808 -0.444616,0.147567 0.140638 0.464612 0.861731,NaN NaN NaN NaN,NaN NaN NaN NaN,0.319985 -0.60444 -0.724751 -0.08366,0.522855 -0.408691 -0.533435 -0.524444,NaN NaN NaN NaN,0.165182 0.765411 -0.169258 0.598509,0.402697 -0.775033 -0.382858 -0.300964,0.160105 0.624555 0.035468 0.76357,-0.190678 -0.639984 -0.452929 0.590693,-0.748579 -0.33127 -0.525653 0.231472,0.536367 0.06596 -0.776213 -0.324735
0.567351 -0.141885 -0.238967 0.775162,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.656385 -0.395568 -0.574605 0.287251,NaN NaN NaN NaN,-0.082835 0.355077 0.214208 0.906186,NaN NaN NaN NaN,-0.219985 0.453528 -0.740722 -0.444129,0.137872 0.139599 0.49182 0.848302,NaN NaN NaN NaN,NaN NaN NaN NaN,0.314471 -0.603887 -0.725722 -0.098779,0.518293 -0.397661 -0.525155 -0.54539,NaN NaN NaN NaN,0.177561 0.765085 -0.185977 0.590363,0.38854 -0.780154 -0.384181 -0.304634,0.16114 0.647287 0.00949 0.744959,-0.204212 -0.633906 -0.46542 0.582962,-0.727956 -0.318483 -0.55942 0.236005,0.564567 0.093147 -0.742367 -0.348538
0.561829 -0.149223 -0.24752 0.775122,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.660943 -0.394061 -0.576308 0.275208,NaN NaN NaN NaN,-0.088499 0.348632 0.21 0.909133,NaN NaN NaN NaN,-0.217573 0.453646 -0.739736 -0.446831,0.137305 0.14738 0.512715 0.834596,NaN NaN NaN NaN,NaN NaN NaN NaN,0.310945 -0.600481 -0.727905 -0.113538,0.515818 -0.384427 -0.516513 -0.565121,NaN NaN NaN NaN,0.189705 0.764878 -0.198487 0.582732,0.377051 -0.78169 -0.391546 -0.305752,0.162832 0.671009 -0.016641 0.723157,-0.215138 -0.631251 -0.472936 0.575821,-0.704853 -0.31874 -0.582718 0.249051,0.588521 0.117798 -0.710897 -0.366596
0.559677 -0.159577 -0.254727 0.772276,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.661834 -0.391898 -0.580772 0.266638,NaN NaN NaN NaN,-0.09536 0.341774 0.205799 0.912,NaN NaN NaN NaN,-0.223707 0.457218 -0.73264 -0.451825,0.145688 0.165531 0.525916 0.821454,NaN NaN NaN NaN,NaN NaN NaN NaN,0.308969 -0.596176 -0.729586 -0.129678,0.515878 -0.369129 -0.507376 -0.583253,NaN NaN NaN NaN,0.198708 0.763503 -0.203946 0.579641,0.369944 -0.780233 -0.404648 -0.301062,0.164653 0.696262 -0.040066 0.697498,-0.221966 -0.632962 -0.472731 0.571504,-0.676005 -0.344554 -0.587189 0.281975,0.606624 0.137528 -0.686883 -0.375879
0.560381 -0.171182 -0.26109 0.767138,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.661528 -0.386827 -0.588759 0.257116,NaN NaN NaN NaN,-0.103765 0.335091 0.201494 0.91452,NaN NaN NaN NaN,-0.238057 0.452201 -0.727407 -0.457954,0.15862 0.194447 0.530935 0.809406,NaN NaN NaN NaN,NaN NaN NaN NaN,0.307528 -0.5922 -0.729879 -0.148333,0.516661 -0.353327 -0.496528 -0.6014,NaN NaN NaN NaN,0.20492 0.761414 -0.201707 0.581009,0.368456 -0.781346 -0.416974 -0.282614,0.166927 0.723839 -0.060018 0.666776,-0.225681 -0.636931 -0.467354 0.570058,-0.657029 -0.360652 -0.591446 0.297378,0.625519 0.149692 -0.670588 -0.369635
0.560925 -0.185668 -0.268829 0.760672,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.662688 -0.381148 -0.596007 0.245657,NaN NaN NaN NaN,-0.113791 0.328957 0.197253 0.916477,NaN NaN NaN NaN,-0.2571 0.445081 -0.720404 -0.46564,0.172283 0.229579 0.525238 0.801085,NaN NaN NaN NaN,NaN NaN NaN NaN,0.306411 -0.587995 -0.729291 -0.168843,0.516718 -0.337247 -0.483474 -0.620903,NaN NaN NaN NaN,0.208427 0.758143 -0.193111 0.586929,0.364785 -0.794302 -0.410946 -0.259112,0.170287 0.752668 -0.078179 0.631174,-0.21993 -0.640711 -0.458503 0.575235,-0.651088 -0.352807 -0.606953 0.288478,0.644378 0.149769 -0.658084 -0.359544
0.563358 -0.201041 -0.276041 0.752337,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.664248 -0.374935 -0.603128 0.233313,NaN NaN NaN NaN,-0.126003 0.322825 0.194167 0.917718,NaN NaN NaN NaN,-0.27897 0.436505 -0.711056 -0.475435,0.179712 0.264481 0.510079 0.798481,NaN NaN NaN NaN,NaN NaN NaN NaN,0.306063 -0.583273 -0.728007 -0.190062,0.51848 -0.319663 -0.468365 -0.640022,NaN NaN NaN NaN,0.213943 0.750604 -0.18613 0.596806,0.358689 -0.812164 -0.396574 -0.233367,0.176972 0.780219 -0.096102 0.592202,-0.210867 -0.652577 -0.445025 0.575874,-0.656024 -0.343776 -0.613885 0.27312,0.635087 0.116478 -0.674045 -0.358832
0.564401 -0.217352 -0.284959 0.743645,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.663744 -0.365648 -0.614141 0.220401,NaN NaN NaN NaN,-0.140489 0.317297 0.193149 0.917758,NaN NaN NaN NaN,-0.301694 0.424149 -0.702828 -0.484883,0.182831 0.300242 0.486275 0.799977,NaN NaN NaN NaN,NaN NaN NaN NaN,0.305373 -0.579896 -0.724482 -0.213528,0.52188 -0.300454 -0.451139 -0.658667,NaN NaN NaN NaN,0.222215 0.738441 -0.181706 0.610171,0.351751 -0.832612 -0.373939 -0.207843,0.187161 0.802373 -0.118454 0.5542,-0.213656 -0.664997 -0.439164 0.565035,-0.660578 -0.3802 -0.58109 0.285338,0.58118 0.12204 -0.726325 -0.346105
0.561138 -0.233443 -0.298754 0.735781,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.661494 -0.352554 -0.628856 0.206572,NaN NaN NaN NaN,-0.152734 0.313075 0.193176 0.917245,NaN NaN NaN NaN,-0.322744 0.413593 -0.692657 -0.494978,0.182915 0.336028 0.454708 0.804281,NaN NaN NaN NaN,NaN NaN NaN NaN,0.30578 -0.576455 -0.719096 -0.238953,0.527926 -0.278503 -0.431748 -0.676257,NaN NaN NaN NaN,0.233759 0.723063 -0.179685 0.6247,0.339898 -0.862624 -0.323321 -0.189241,0.190108 0.818762 -0.139579 0.523455,-0.235123 -0.659935 -0.454718 0.54994,-0.738423 -0.289931 -0.58834 0.156612,0.551513 0.115261 -0.744156 -0.358859
0.566231 -0.246503 -0.312842 0.721629,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.661219 -0.339491 -0.640567 0.192895,NaN NaN NaN NaN,-0.160189 0.309281 0.193839 0.917121,NaN NaN NaN NaN,-0.341515 0.406336 -0.679037 -0.507116,0.184589 0.375039 0.413748 0.808755,NaN NaN NaN NaN,NaN NaN NaN NaN,0.310333 -0.570392 -0.713295 -0.263735,0.536782 -0.252887 -0.410157 -0.692593,NaN NaN NaN NaN,0.253476 0.704862 -0.181613 0.637131,0.320513 -0.895224 -0.248537 -0.184592,0.185411 0.82225 -0.162002 0.513111,-0.282757 -0.635907 -0.491137 0.523885,-0.738795 -0.249801 -0.613328 0.124939,0.53779 0.113397 -0.753754 -0.360247
0.597676 -0.254053 -0.31731 0.691054,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.664163 -0.333055 -0.643651 0.183507,NaN NaN NaN NaN,-0.163068 0.305408 0.195539 0.917551,NaN NaN NaN NaN,-0.356331 0.404731 -0.659141 -0.52417,0.185311 0.421385 0.361178 0.810953,NaN NaN NaN NaN,NaN NaN NaN NaN,0.319828 -0.562778 -0.706006 -0.287308,0.543806 -0.226481 -0.386649 -0.709566,NaN NaN NaN NaN,0.283667 0.689152 -0.185041 0.640595,0.292394 -0.918594 -0.187452 -0.188552,0.177674 0.809572 -0.195783 0.524112,-0.300543 -0.591566 -0.540073 0.51773,-0.750915 -0.289392 -0.575927 0.14383,0.527572 0.10433 -0.762606 -0.359464
0.590993 -0.253287 -0.328491 0.691857,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.665603 -0.335377 -0.64124 0.182499,NaN NaN NaN NaN,-0.162682 0.300037 0.198532 0.918748,NaN NaN NaN NaN,-0.357245 0.411935 -0.630829 -0.552033,0.175548 0.470389 0.301467 0.810577,NaN NaN NaN NaN,NaN NaN NaN NaN,0.328599 -0.551428 -0.699422 -0.314259,0.544965 -0.20084 -0.361157 -0.729549,NaN NaN NaN NaN,0.314992 0.675839 -0.187257 0.639497,0.285139 -0.913799 -0.225586 -0.181048,0.167432 0.788976 -0.231934 0.543774,-0.299628 -0.56819 -0.562759 0.520274,-0.771928 -0.298338 -0.546204 0.129551,0.519644 0.099691 -0.768897 -0.358927
0.561758 -0.246483 -0.341949 0.71186,NaN NaN NaN NaN,NaN NaN NaN NaN,NaN NaN NaN NaN,-0.664 -0.337966 -0.640763 0.185216,NaN NaN NaN NaN,-0.160308 0.294992 0.201577 0.920135,NaN NaN NaN NaN,-0.355963 0.412916 -0.603478 -0.581898,0.173933 0.516323 0.2263 0.807432,NaN NaN NaN NaN,NaN NaN NaN NaN,0.339783 -0.529969 -0.700055 -0.337051,0.543554 -0.1723 -0.334006 -0.750534,NaN NaN NaN NaN,0.327372 0.639065 -0.190873 0.669321,0.283994 -0.906959 -0.253899 -0.179745,0.15539 0.76365 -0.26225 0.569138,-0.296519 -0.592342 -0.533707 0.525704,-0.774319 -0.363941 -0.480307 0.193088,0.512235 0.096004 -0.774061 -0.359483
