Hips	Spine	Spine1	Spine2	Spine3	Neck	Head	RightShoulder	RightArm	RightForeArm	RightHand	LeftShoulder	LeftArm	LeftForeArm	LeftHand	RightUpLeg	RightLeg	RightFoot	LeftUpLeg	LeftLeg	LeftFoot	
-32.9101 36.473 63.7922	-31.3271 39.2435 63.0075	-31.2968 42.8864 62.8752	-31.7729 46.4992 62.9761	-32.8924 49.9667 63.0867	-37.0787 58.6542 63.75	-39.211 63.1553 63.1864	-37.1357 55.4556 62.8171	-38.7835 56.8917 57.2202	-37.0781 45.4364 52.1943	-39.333 36.6692 50.4119	-36.2726 55.6999 65.0642	-35.6443 57.6573 70.7101	-29.3288 46.9469 72.8996	-27.7149 38.0274 74.6209	-34.6102 35.507 60.6052	-35.5541 19.3299 60.6768	-32.7379 3.34142 59.9943	-31.1946 35.343 66.9164	-32.8764 19.7736 71.0827	-26.2018 5.5288 67.0129	
-32.7589 36.4624 63.9022	-31.1747 39.2394 63.1435	-31.1391 42.8826 63.0213	-31.6057 46.4965 63.1235	-32.7239 49.9647 63.2277	-36.9101 58.6545 63.86	-39.0117 63.1604 63.2235	-36.9592 55.4577 62.9204	-38.5093 56.9324 57.3057	-36.6054 45.5543 52.1766	-38.6437 36.7853 50.1578	-36.1215 55.697 65.1777	-35.5504 57.6329 70.8371	-29.0257 47.0207 72.8874	-27.0172 38.1608 74.4976	-34.4329 35.5095 60.6975	-35.4761 19.3384 60.7191	-32.7414 3.3379 59.988	-31.0655 35.3196 67.0338	-32.511 19.6722 70.9914	-25.549 5.52937 67.0495	
-32.5941 36.4464 64.0025	-31.0067 39.229 63.2712	-30.9673 42.8726 63.1629	-31.4302 46.4868 63.2713	-32.5469 49.9555 63.3723	-36.7302 58.6483 63.9829	-38.8048 63.1579 63.2865	-36.7731 55.4539 63.0352	-38.235 56.9634 57.4061	-36.143 45.6639 52.1775	-37.9762 36.902 49.9427	-35.9581 55.6868 65.3014	-35.4453 57.6145 70.9692	-28.7225 47.1061 72.911	-26.4148 38.3027 74.4276	-34.237 35.506 60.7781	-35.4361 19.3456 60.7683	-32.7454 3.34005 59.9878	-30.9282 35.2916 67.1444	-32.1183 19.5657 70.8693	-24.9184 5.49223 67.1106	
-32.4246 36.427 64.1007	-30.8319 39.2136 63.3966	-30.7892 42.8576 63.3026	-31.2489 46.472 63.419	-32.3622 49.9418 63.5202	-36.5379 58.6391 64.1192	-38.592 63.1504 63.3752	-36.5762 55.448 63.1598	-37.9553 56.9876 57.5179	-35.6875 45.7637 52.2005	-37.3357 37.0171 49.7705	-35.7839 55.6717 65.435	-35.3291 57.601 71.1071	-28.421 47.1992 72.9712	-25.9137 38.4385 74.4162	-34.0321 35.4971 60.8555	-35.4328 19.353 60.8228	-32.7493 3.34911 59.9846	-30.7914 35.2621 67.256	-31.6815 19.4556 70.714	-24.3195 5.40167 67.2047	
-32.241 36.4009 64.2003	-30.6439 39.1916 63.523	-30.5992 42.8359 63.444	-31.0566 46.4503 63.5693	-32.1657 49.9213 63.6735	-36.3326 58.6231 64.2691	-38.3713 63.1348 63.4861	-36.3662 55.4366 63.2942	-37.6668 57.0029 57.641	-35.2389 45.8488 52.2479	-36.7229 37.1229 49.6436	-35.5978 55.6482 65.5787	-35.2008 57.5825 71.2535	-28.1275 47.2849 73.0757	-25.5015 38.55 74.4656	-33.8085 35.4779 60.9337	-35.4457 19.3562 60.8805	-32.7528 3.35662 59.9906	-30.6438 35.2293 67.3715	-31.198 19.346 70.5352	-23.7706 5.25656 67.3183	
-32.0489 36.3699 64.2986	-30.4471 39.1647 63.6501	-30.3996 42.8092 63.5873	-30.8533 46.4238 63.722	-31.9576 49.8963 63.8304	-36.1169 58.6017 64.4257	-38.1473 63.1126 63.6171	-36.1447 55.4205 63.4337	-37.3709 57.019 57.773	-34.8059 45.9258 52.3181	-36.1484 37.2234 49.5629	-35.4013 55.6188 65.7277	-35.0639 57.5576 71.4048	-27.8506 47.3573 73.2252	-25.1707 38.6321 74.5725	-33.5762 35.4566 61.0102	-35.4598 19.3618 60.9308	-32.7584 3.36648 59.9929	-30.4885 35.1891 67.4846	-30.6723 19.2384 70.3371	-23.2518 5.07471 67.4467	
-31.8403 36.3359 64.3944	-30.2344 39.1358 63.7786	-30.1855 42.7806 63.7344	-30.6356 46.3952 63.8803	-31.736 49.8688 63.9932	-35.891 58.5762 64.589	-37.9188 63.0868 63.7722	-35.9116 55.4005 63.5794	-37.0661 57.0389 57.915	-34.385 45.9981 52.4099	-35.6149 37.3203 49.5274	-35.1939 55.5853 65.8827	-34.9179 57.5217 71.564	-27.5969 47.4051 73.4215	-24.911 38.6768 74.7361	-33.3275 35.4369 61.0838	-35.448 19.3719 60.9727	-32.7638 3.37608 59.9941	-30.3159 35.1413 67.5927	-30.1062 19.1378 70.1299	-22.8078 4.84355 67.5928	
-31.6048 36.3024 64.492	-29.9985 39.1089 63.9084	-29.9513 42.754 63.8855	-30.4018 46.3679 64.0453	-31.4992 49.8422 64.1641	-35.6522 58.5506 64.7601	-37.6842 63.0601 63.9479	-35.6642 55.3805 63.7327	-36.7483 57.0632 58.0674	-33.9679 46.0666 52.5233	-35.1168 37.4134 49.5356	-34.9731 55.5518 66.0452	-34.7606 57.4794 71.7322	-27.3736 47.4232 73.6548	-24.7187 38.6825 74.9504	-33.0536 35.4175 61.1607	-35.406 19.385 61.014	-32.7662 3.38403 60	-30.113 35.0944 67.7007	-29.5358 19.0538 69.9273	-22.4928 4.57432 67.7431	
-31.3402 36.2817 64.6017	-29.7376 39.0949 64.0406	-29.6958 42.7401 64.0367	-30.1506 46.3529 64.2107	-31.2484 49.8267 64.3373	-35.406 58.5324 64.9401	-37.4443 63.0415 64.141	-35.4073 55.3687 63.8935	-36.4212 57.0929 58.2276	-33.5576 46.1327 52.6539	-34.6606 37.5023 49.584	-34.7418 55.5258 66.2144	-34.5936 57.4321 71.9106	-27.1807 47.4124 73.9225	-24.5939 38.6497 75.2063	-32.7521 35.3993 61.2538	-35.3458 19.4047 61.0567	-32.7675 3.39631 60.0019	-29.8771 35.0717 67.8227	-29.003 19.0051 69.7449	-22.2843 4.3323 67.8482	
-31.0523 36.2669 64.7217	-29.4558 39.0861 64.1732	-29.4221 42.7313 64.1834	-29.8848 46.3424 64.3697	-30.9848 49.8152 64.5078	-35.1514 58.5154 65.1282	-37.2014 63.0226 64.3493	-35.1408 55.359 64.0596	-36.0867 57.1242 58.3946	-33.1552 46.1917 52.8017	-34.2449 37.58 49.675	-34.4993 55.5001 66.3883	-34.4173 57.3743 72.0965	-27.0218 47.3637 74.2148	-24.5397 38.5705 75.4973	-32.4295 35.3763 61.3616	-35.2877 19.4277 61.1011	-32.772 3.41258 59.9979	-29.6142 35.0652 67.9571	-28.5263 18.9797 69.5907	-22.1306 4.14084 67.8785	
-30.7468 36.256 64.8486	-29.1585 39.0802 64.3024	-29.1342 42.7255 64.3211	-29.6065 46.3349 64.517	-30.7106 49.8058 64.6684	-34.8911 58.4974 65.314	-36.9585 63.0024 64.5685	-34.8672 55.3492 64.2217	-35.7549 57.157 58.5607	-32.7655 46.242 52.9643	-33.8726 37.6448 49.8038	-34.2485 55.4732 66.5575	-34.2362 57.3075 72.2793	-26.904 47.2772 74.5211	-24.5562 38.4479 75.8083	-32.0932 35.3469 61.4809	-35.2343 19.453 61.1456	-32.7773 3.43206 59.9959	-29.3293 35.0725 68.0998	-28.1129 18.9714 69.4668	-22.0453 3.98507 67.8474	
-30.4313 36.2503 64.9827	-28.8507 39.0775 64.4297	-28.8353 42.7229 64.4505	-29.3172 46.3307 64.6506	-30.4267 49.7992 64.8161	-34.6263 58.4793 65.494	-36.7172 62.9812 64.7975	-34.5876 55.34 64.3766	-35.4262 57.1926 58.7226	-32.3895 46.2859 53.1355	-33.5424 37.6977 49.9669	-33.9903 55.4461 66.7189	-34.0505 57.2378 72.4537	-26.8303 47.1595 74.8388	-24.6493 38.2902 76.1445	-31.7501 35.3144 61.6115	-35.1779 19.4817 61.199	-32.7828 3.45511 59.9987	-29.0321 35.0934 68.2513	-27.7426 18.9783 69.3626	-22.0142 3.85572 67.7747	
-30.105 36.247 65.1233	-28.5294 39.0741 64.5552	-28.5224 42.7194 64.5727	-29.0163 46.3257 64.7723	-30.1324 49.7915 64.9511	-34.3546 58.4577 65.6638	-36.4743 62.9556 65.0313	-34.3009 55.3274 64.5222	-35.103 57.2321 58.8803	-32.0303 46.3221 53.3193	-33.2574 37.7408 50.1601	-33.7221 55.4163 66.8699	-33.8545 57.1678 72.616	-26.7967 47.0159 75.1694	-24.8212 38.1041 76.5123	-31.3985 35.2765 61.7521	-35.1109 19.5102 61.2642	-32.7873 3.47711 60.0118	-28.7239 35.1241 68.4115	-27.4101 18.9965 69.2876	-21.9982 3.75655 67.7115	
-29.7812 36.2474 65.2635	-28.2056 39.0697 64.6721	-28.2043 42.7151 64.6829	-28.7096 46.3199 64.8805	-29.8323 49.7828 65.0723	-34.0773 58.4349 65.8201	-36.2291 62.928 65.2664	-34.0099 55.3129 64.6568	-34.7806 57.2713 59.0289	-31.6822 46.3495 53.5056	-33.012 37.7713 50.3797	-33.4458 55.3864 67.0086	-33.6421 57.0999 72.7643	-26.8021 46.849 75.5076	-25.0726 37.8952 76.9092	-31.0552 35.2374 61.8965	-35.0372 19.5394 61.3369	-32.7858 3.50034 60.0299	-28.4168 35.1632 68.5716	-27.112 19.0254 69.2509	-21.9677 3.69131 67.6918	
-29.4634 36.2489 65.4097	-27.8841 39.0624 64.7873	-27.8867 42.7079 64.7854	-28.4011 46.3117 64.9764	-29.5291 49.7722 65.1805	-33.7958 58.4107 65.9628	-35.9827 62.8972 65.5021	-33.7162 55.2962 64.7801	-34.4633 57.3041 59.1664	-31.3539 46.3662 53.6813	-32.8016 37.7852 50.616	-33.1636 55.3559 67.1349	-33.4084 57.03 72.9003	-26.8414 46.6582 75.8488	-25.392 37.6672 77.3274	-30.7191 35.1918 62.0502	-34.9487 19.5614 61.4201	-32.7785 3.51514 60.0655	-28.1175 35.2113 68.7401	-26.8486 19.0648 69.2631	-21.9252 3.65681 67.7188	
-29.1294 36.2543 65.5905	-27.5502 39.0594 64.9313	-27.5624 42.7047 64.9062	-28.0906 46.3074 65.0808	-29.2259 49.7653 65.2883	-33.5165 58.3904 66.086	-35.7398 62.8676 65.7162	-33.4237 55.2813 64.8903	-34.1565 57.3255 59.2879	-31.0469 46.3627 53.8529	-32.6303 37.7754 50.8736	-32.8832 55.3321 67.2482	-33.1586 56.9679 73.0232	-26.9148 46.4616 76.1895	-25.7762 37.4422 77.7642	-30.3673 35.1424 62.2421	-34.8408 19.5833 61.5365	-32.7653 3.53036 60.1142	-27.799 35.2713 68.9436	-26.603 19.1151 69.3208	-21.9 3.644 67.722	
-28.8095 36.2531 65.7457	-27.2294 39.05 65.0544	-27.2511 42.695 65.0033	-27.7928 46.2965 65.1594	-28.9323 49.7529 65.3699	-33.2366 58.3694 66.1863	-35.4891 62.8403 65.9381	-33.1363 55.2647 64.9798	-33.8575 57.3422 59.3881	-30.7758 46.3507 53.9953	-32.499 37.7498 51.1351	-32.6025 55.3078 67.3393	-32.8906 56.9044 73.1247	-27.0064 46.2589 76.5073	-26.213 37.2234 78.1972	-30.0209 35.087 62.4061	-34.7459 19.6051 61.645	-32.7627 3.5494 60.1248	-27.5024 35.3247 69.1236	-26.3915 19.161 69.4301	-21.8526 3.64723 67.7717	
-28.5125 36.2404 65.8832	-26.9316 39.0323 65.1738	-26.9587 42.6768 65.1016	-27.5085 46.278 65.2387	-28.6491 49.7341 65.4468	-32.9607 58.3463 66.2706	-35.2399 62.8087 66.1418	-32.855 55.2445 65.0571	-33.5761 57.3544 59.4776	-30.5376 46.3315 54.1245	-32.408 37.7152 51.4065	-32.3283 55.2823 67.4183	-32.619 56.8445 73.213	-27.117 46.0651 76.8083	-26.6956 37.0303 78.6302	-29.7046 35.0413 62.5484	-34.6435 19.628 61.7525	-32.7483 3.56947 60.1524	-27.2229 35.3456 69.2768	-26.2251 19.1738 69.5466	-21.8195 3.63052 67.8071	
-28.2461 36.2304 66.0132	-26.6584 39.0163 65.2955	-26.6829 42.6606 65.2107	-27.2335 46.2622 65.3331	-28.3742 49.7187 65.5328	-32.6915 58.3293 66.3435	-34.9923 62.7824 66.3241	-32.5797 55.2284 65.1283	-33.3105 57.3647 59.5601	-30.327 46.3097 54.2423	-32.3581 37.6801 51.6866	-32.0634 55.2647 67.4919	-32.3535 56.7969 73.2946	-27.2498 45.8921 77.0932	-27.2217 36.8796 79.0681	-29.426 35.015 62.6799	-34.5156 19.6522 61.8589	-32.7314 3.58821 60.1877	-26.9719 35.3521 69.4169	-26.1069 19.1722 69.6505	-21.8014 3.61076 67.8245	
-28.0069 36.2269 66.1351	-26.4063 39.0044 65.4131	-26.4231 42.6485 65.3196	-26.969 46.2512 65.4294	-28.1091 49.7086 65.6181	-32.4313 58.3187 66.4079	-34.7439 62.7648 66.4973	-32.3145 55.2169 65.1952	-33.0545 57.3686 59.6342	-30.1404 46.282 54.3438	-32.3393 37.6422 51.9679	-31.8064 55.255 67.5605	-32.1033 56.7655 73.3685	-27.3981 45.748 77.3522	-27.7804 36.7783 79.4791	-29.1761 35.0021 62.8015	-34.3667 19.6735 61.972	-32.7084 3.60226 60.2421	-26.7509 35.3581 69.548	-26.0237 19.1708 69.7357	-21.787 3.59859 67.8421	
-27.7821 36.2257 66.2501	-26.1689 38.9958 65.5279	-26.1792 42.6399 65.4292	-26.7214 46.2433 65.5296	-27.8594 49.702 65.7082	-32.1813 58.3142 66.4755	-34.4998 62.7549 66.6479	-32.062 55.211 65.267	-32.8179 57.3682 59.7102	-29.9804 46.2508 54.4427	-32.3533 37.6099 52.2453	-31.5605 55.2518 67.6336	-31.8654 56.7571 73.4426	-27.5658 45.6368 77.5953	-28.3669 36.731 79.8692	-28.9433 34.9977 62.9148	-34.2126 19.6959 62.0875	-32.6769 3.61797 60.3071	-26.542 35.3601 69.6695	-25.9526 19.1665 69.8014	-21.7788 3.58426 67.8519	
-27.5842 36.2331 66.3521	-25.9581 38.9972 65.6361	-25.9598 42.6412 65.5325	-26.4937 46.2461 65.6244	-27.6275 49.7065 65.7952	-31.9449 58.3227 66.5434	-34.2622 62.7606 66.7874	-31.8256 55.2178 65.3391	-32.5887 57.3696 59.7812	-29.8546 46.2181 54.5312	-32.3999 37.5833 52.5093	-31.3284 55.2613 67.7066	-31.6399 56.7823 73.5111	-27.7396 45.5676 77.802	-28.9654 36.7468 80.2136	-28.7312 35.0055 63.0118	-34.0665 19.7254 62.2073	-32.6232 3.64279 60.3918	-26.3653 35.3667 69.7791	-25.8913 19.1691 69.8567	-21.7671 3.5794 67.8614	
-27.3973 36.2474 66.4394	-25.7621 39.0085 65.7323	-25.7573 42.6524 65.6276	-26.2849 46.2584 65.7156	-27.4148 49.7202 65.8821	-31.7249 58.3412 66.6176	-34.0339 62.7806 66.9084	-31.6068 55.2353 65.4157	-32.3741 57.379 59.8553	-29.755 46.1918 54.6226	-32.4721 37.5718 52.7687	-31.1131 55.2801 67.784	-31.4374 56.8364 73.5784	-27.9044 45.5471 77.9899	-29.5738 36.8306 80.512	-28.5326 35.0247 63.0933	-33.9352 19.7659 62.3337	-32.529 3.6819 60.5018	-26.1951 35.376 69.8709	-25.8259 19.1754 69.8986	-21.7605 3.57501 67.8667	
-27.228 36.2653 66.5164	-25.5863 39.0255 65.8207	-25.5761 42.6695 65.7199	-26.0972 46.2763 65.8087	-27.2217 49.7401 65.9722	-31.5203 58.3679 66.6946	-33.8178 62.8115 67.0107	-31.4041 55.2615 65.494	-32.1767 57.3962 59.9309	-29.6842 46.1713 54.7173	-32.5665 37.5725 53.0207	-30.916 55.3063 67.8634	-31.262 56.9115 73.6432	-28.0588 45.5667 78.1629	-30.178 36.9725 80.7655	-28.3511 35.0498 63.1636	-33.8074 19.8074 62.4608	-32.3608 3.72463 60.6498	-26.0411 35.3866 69.9514	-25.7466 19.1845 69.9249	-21.7565 3.56795 67.8678	
-27.0786 36.2865 66.5832	-25.4313 39.0461 65.8987	-25.4163 42.6903 65.8061	-25.933 46.2977 65.9005	-27.0504 49.7638 66.0628	-31.3319 58.4009 66.7748	-33.6133 62.8521 67.1013	-31.2188 55.2947 65.5733	-31.9902 57.4233 60.0077	-29.6285 46.1588 54.8186	-32.6686 37.5886 53.2583	-30.7383 55.3375 67.9443	-31.1184 56.9964 73.7068	-28.2078 45.6135 78.3274	-30.7752 37.1575 80.9789	-28.1886 35.0771 63.2238	-33.6807 19.8453 62.5727	-32.1166 3.76701 60.8199	-25.9071 35.4014 70.0219	-25.6585 19.1987 69.9449	-21.7524 3.56323 67.8707	
-26.9512 36.3117 66.6451	-25.2989 39.0708 65.9709	-25.2775 42.7152 65.888	-25.7893 46.3231 65.9907	-26.8992 49.7916 66.1534	-31.1619 58.4388 66.8558	-33.4231 62.9004 67.1818	-31.0518 55.3333 65.6521	-31.8179 57.4572 60.0839	-29.5872 46.1517 54.9263	-32.7755 37.6144 53.4857	-30.5805 55.3729 68.025	-31.0032 57.081 73.7701	-28.3548 45.6736 78.4869	-31.3609 37.3681 81.153	-28.0496 35.1082 63.2798	-33.5589 19.8811 62.6665	-31.7946 3.81221 61.0211	-25.7936 35.4205 70.0869	-25.5584 19.218 69.9562	-21.7492 3.55967 67.8742	
-26.8434 36.3443 66.7108	-25.1869 39.1025 66.0433	-25.1594 42.7471 65.9699	-25.6663 46.3554 66.0814	-26.7688 49.8262 66.2443	-31.012 58.4839 66.9355	-33.2542 62.956 67.2477	-30.905 55.3791 65.73	-31.6632 57.4975 60.1586	-29.5549 46.1519 55.0376	-32.8836 37.651 53.7031	-30.4435 55.4156 68.1048	-30.9092 57.1652 73.8341	-28.5072 45.7409 78.6413	-31.9359 37.5951 81.2902	-27.9351 35.1454 63.3417	-33.4204 19.9087 62.7495	-31.4112 3.85366 61.2571	-25.6947 35.4484 70.1544	-25.449 19.2467 69.9574	-21.7498 3.56184 67.8767	
-26.7485 36.3801 66.7813	-25.0911 39.1382 66.1156	-25.0593 42.7829 66.0492	-25.5619 46.3915 66.1684	-26.6572 49.8647 66.3317	-30.881 58.5327 67.012	-33.1061 63.0149 67.3009	-30.7776 55.4281 65.8055	-31.5305 57.5408 60.2312	-29.5274 46.1598 55.1466	-32.9895 37.6981 53.9061	-30.3242 55.4625 68.1819	-30.8281 57.2474 73.8971	-28.6643 45.8135 78.7937	-32.4968 37.8337 81.3938	-27.8404 35.1836 63.4114	-33.266 19.9251 62.8305	-30.9931 3.89103 61.5004	-25.6001 35.4817 70.2243	-25.3194 19.2818 69.9411	-21.7499 3.56409 67.8818	
-26.6715 36.423 66.8546	-25.0158 39.1813 66.1855	-24.9802 42.8259 66.122	-25.4769 46.4352 66.2462	-26.5652 49.9105 66.4103	-30.7697 58.5883 67.0855	-32.9793 63.0799 67.3465	-30.6721 55.4834 65.8792	-31.4213 57.5906 60.3024	-29.4982 46.1785 55.2567	-33.0841 37.7567 54.0992	-30.2213 55.5169 68.2562	-30.7523 57.3314 73.9596	-28.8223 45.8941 78.9453	-33.0404 38.0852 81.466	-27.7692 35.2257 63.4868	-33.0902 19.9304 62.906	-30.558 3.9219 61.7469	-25.5169 35.5254 70.2957	-25.1867 19.3288 69.9012	-21.7616 3.57535 67.8698	
-26.6208 36.458 66.918	-24.9681 39.2173 66.2452	-24.9283 42.8619 66.1829	-25.4165 46.4722 66.3113	-26.4951 49.9504 66.4776	-30.6736 58.6406 67.1554	-32.8668 63.1418 67.3878	-30.5869 55.5349 65.9506	-31.3356 57.6415 60.3734	-29.4718 46.2046 55.3619	-33.1747 37.8233 54.2808	-30.1321 55.5682 68.3268	-30.6762 57.4145 74.0187	-28.9739 45.9845 79.1031	-33.56 38.3471 81.5036	-27.7272 35.2613 63.5529	-32.8363 19.8939 62.9738	-30.129 3.90204 61.9947	-25.4564 35.5599 70.3557	-25.0321 19.3688 69.8422	-21.7625 3.57533 67.8665	
-26.5964 36.4821 66.982	-24.949 39.2422 66.2998	-24.9025 42.8867 66.2369	-25.3785 46.4985 66.3686	-26.4443 49.9805 66.5385	-30.5898 58.6859 67.2242	-32.7684 63.1957 67.4245	-30.518 55.5791 66.0211	-31.273 57.6895 60.4463	-29.458 46.2361 55.4542	-33.266 37.8927 54.4489	-30.0554 55.6123 68.3958	-30.5996 57.4948 74.0758	-29.1233 46.0717 79.2458	-34.0534 38.6103 81.5144	-27.7165 35.2817 63.6227	-32.4879 19.8064 63.0373	-29.7341 3.81244 62.2385	-25.4162 35.5877 70.4153	-24.8776 19.404 69.7886	-21.757 3.57324 67.8711	
-26.5857 36.4929 67.0472	-24.9474 39.2548 66.351	-24.8968 42.8993 66.2838	-25.3616 46.5125 66.4172	-26.4123 49.9988 66.5923	-30.5186 58.7215 67.2926	-32.6835 63.2393 67.4586	-30.465 55.614 66.0904	-31.2292 57.7288 60.5185	-29.4471 46.2658 55.5368	-33.3563 37.9602 54.6095	-29.9918 55.6462 68.4631	-30.5221 57.5667 74.1317	-29.2574 46.1513 79.374	-34.5126 38.8698 81.4923	-27.7196 35.2828 63.6961	-32.0417 19.6763 63.1018	-29.4143 3.65469 62.4446	-25.3871 35.6085 70.4767	-24.7268 19.434 69.7393	-21.7479 3.56907 67.8794	
-26.565 36.4966 67.1056	-24.9429 39.2657 66.3997	-24.8973 42.91 66.3243	-25.3563 46.524 66.4563	-26.3942 50.0138 66.6377	-30.4631 58.7524 67.3587	-32.6142 63.2779 67.4873	-30.4279 55.6445 66.1568	-31.1998 57.7541 60.5839	-29.4371 46.2844 55.611	-33.4432 38.0171 54.7571	-29.9418 55.6753 68.5268	-30.4422 57.6274 74.1873	-29.3827 46.2195 79.491	-34.9325 39.1134 81.4478	-27.7086 35.2785 63.7607	-31.5683 19.5518 63.1535	-29.2725 3.47779 62.5343	-25.3463 35.6205 70.5302	-24.6015 19.4537 69.7101	-21.7395 3.56316 67.8853	
-26.5219 36.5133 67.143	-24.9232 39.2969 66.441	-24.891 42.9412 66.3568	-25.3481 46.5556 66.483	-26.3811 50.0466 66.671	-30.432 58.791 67.4217	-32.5701 63.3235 67.5171	-30.4089 55.6838 66.2178	-31.1958 57.7653 60.6365	-29.4369 46.2911 55.6723	-33.5309 38.0596 54.8931	-29.9084 55.7124 68.5848	-30.3657 57.6755 74.2452	-29.4949 46.2734 79.5956	-35.3077 39.3355 81.3851	-27.6737 35.3016 63.7985	-31.1299 19.4811 63.1983	-29.2767 3.35212 62.527	-25.2796 35.6311 70.5575	-24.5134 19.4672 69.6993	-21.7316 3.5602 67.8943	
-26.4513 36.5507 67.165	-24.8792 39.3523 66.4743	-24.8671 42.9967 66.3907	-25.3321 46.6102 66.5163	-26.3705 50.0993 66.7082	-30.4278 58.8389 67.4802	-32.5571 63.3761 67.5479	-30.4079 55.7313 66.277	-31.2233 57.7757 60.6861	-29.4517 46.3014 55.7268	-33.6121 38.0962 55.0252	-29.8936 55.7612 68.6411	-30.3085 57.7147 74.3081	-29.5917 46.3146 79.6855	-35.6337 39.5328 81.3065	-27.6119 35.3537 63.8183	-30.8602 19.4878 63.257	-29.3292 3.32904 62.4957	-25.1828 35.6542 70.5661	-24.4686 19.4882 69.7022	-21.7325 3.57303 67.8998	
-26.3827 36.5969 67.1958	-24.8273 39.4123 66.5235	-24.8271 43.0571 66.4547	-25.3025 46.6689 66.5875	-26.3539 50.1544 66.7749	-30.4378 58.8827 67.5339	-32.5645 63.4215 67.5754	-30.4104 55.7723 66.3384	-31.2551 57.7919 60.7428	-29.4888 46.3148 55.7882	-33.6847 38.1228 55.1468	-29.8912 55.8097 68.7013	-30.2918 57.7533 74.3727	-29.6667 46.3518 79.7587	-35.9013 39.7075 81.2103	-27.5478 35.4218 63.8429	-30.7163 19.54 63.276	-29.3839 3.36717 62.4429	-25.0988 35.6788 70.5853	-24.4577 19.5098 69.7211	-21.7393 3.59286 67.9069	
-26.3352 36.6318 67.2375	-24.7806 39.4521 66.5843	-24.7817 43.0972 66.5357	-25.2651 46.7075 66.6812	-26.3305 50.189 66.8632	-30.4486 58.9036 67.594	-32.58 63.4403 67.5984	-30.4069 55.7907 66.4054	-31.2689 57.811 60.8127	-29.5366 46.3294 55.8564	-33.7484 38.1424 55.2569	-29.893 55.8353 68.7694	-30.32 57.7926 74.4341	-29.7217 46.3857 79.8115	-36.1069 39.8508 81.0962	-27.4968 35.4772 63.8763	-30.6207 19.5881 63.2661	-29.414 3.40785 62.3872	-25.0539 35.6931 70.6224	-24.454 19.5229 69.7516	-21.7428 3.60754 67.9132	
-26.2979 36.6455 67.2841	-24.7344 39.4646 66.6475	-24.7331 43.1099 66.6181	-25.2234 46.7187 66.7781	-26.3012 50.1965 66.9576	-30.4528 58.8974 67.6619	-32.6 63.4265 67.623	-30.3944 55.7839 66.4755	-31.2621 57.8187 60.8889	-29.5843 46.3334 55.9224	-33.8106 38.1518 55.3526	-29.8928 55.8317 68.842	-30.3775 57.8239 74.4899	-29.7563 46.4077 79.8452	-36.2535 39.9534 80.9646	-27.4472 35.505 63.9139	-30.5544 19.615 63.2444	-29.4265 3.43081 62.3335	-25.0334 35.6923 70.6712	-24.4481 19.522 69.7903	-21.7403 3.60974 67.9209	
-26.2604 36.641 67.3315	-24.6887 39.4579 66.7053	-24.6883 43.1033 66.6886	-25.1854 46.7106 66.8604	-26.2734 50.1851 67.042	-30.4551 58.8726 67.734	-32.6231 63.3912 67.6532	-30.3806 55.7609 66.5439	-31.2513 57.8065 60.9618	-29.6256 46.3216 55.9772	-33.8773 38.1512 55.4362	-29.8926 55.807 68.9133	-30.4451 57.8349 74.5422	-29.7769 46.4094 79.8718	-36.3523 40.0078 80.8255	-27.3956 35.5061 63.9546	-30.5296 19.6234 63.238	-29.4283 3.43807 62.3162	-25.014 35.682 70.7237	-24.4467 19.5116 69.835	-21.735 3.60417 67.9301	
-26.2196 36.625 67.3868	-24.6443 39.4402 66.7619	-24.6508 43.0856 66.7485	-25.1561 46.6914 66.9266	-26.2525 50.1631 67.1125	-30.4594 58.8384 67.8047	-32.6491 63.3458 67.6882	-30.3714 55.7296 66.6078	-31.2353 57.7711 61.0231	-29.6454 46.2881 56.0225	-33.9406 38.1385 55.5105	-29.8948 55.7715 68.9795	-30.5056 57.8217 74.5944	-29.7883 46.3851 79.8938	-36.4117 40.0109 80.6841	-27.3425 35.4849 64.0076	-30.5497 19.6186 63.2548	-29.4297 3.43507 62.3229	-24.9863 35.6711 70.7853	-24.4271 19.5021 69.8657	-21.7272 3.59528 67.9393	
-26.1772 36.6029 67.4496	-24.6046 39.4185 66.82	-24.6203 43.0639 66.8031	-25.1329 46.6686 66.9821	-26.2366 50.1377 67.1721	-30.4657 58.8018 67.8698	-32.6754 63.2985 67.7237	-30.3662 55.6962 66.6657	-31.2086 57.725 61.0731	-29.6473 46.2415 56.0646	-33.9858 38.1136 55.5737	-29.8984 55.7334 69.0393	-30.5544 57.7859 74.6481	-29.7923 46.3344 79.909	-36.4357 39.9635 80.5439	-27.2907 35.4512 64.0712	-30.6151 19.6104 63.2889	-29.4344 3.43214 62.3412	-24.9504 35.6608 70.8537	-24.4077 19.493 69.9041	-21.7195 3.58794 67.9464	
